sentence	aspect	polarity
Ambience is delightful, service impeccable.	ambience general	positive
Ambience is delightful, service impeccable.	service general	positive
I'm still mad that i had to pay for lousy food.	food quality	negative
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.	food quality	negative
Service was also horrible and the ambience is not that great.	ambience general	negative
Service was also horrible and the ambience is not that great.	service general	negative
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.	restaurant miscellaneous	negative
I go and eat out at many different restaurants and this is one place you have go and try.	restaurant general	positive
This is my first time writing a review for a restaurant because the food and service was excellent.	food quality	positive
This is my first time writing a review for a restaurant because the food and service was excellent.	service general	positive
The filet mignon dish was superb!	food quality	positive
I would defiantly come back here again as one of my top choices.	restaurant general	positive
It's a small cute restaurant.	ambience general	positive
I absolutely love this place!!!	restaurant general	positive
I like the ambience, it's very dark and original.	ambience general	positive
The sushi is amazing!!! 	food quality	positive
And amazingly cheap.	food prices	positive
Big thumbs up!	restaurant general	positive
Very affordable and excellent ambient!	ambience general	positive
Very affordable and excellent ambient!	restaurant prices	positive
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.	food quality	negative
We were very disappointed.	food quality	negative
We won't go to this place again for a good meal.	food quality	negative
However, I think this place is a good hang out spot.	ambience general	positive
My Girlfriend and I stumbled onto this hopping place the other night and had a great time!	restaurant general	positive
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	ambience general	positive
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	drinks quality	positive
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	food quality	positive
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	service general	positive
It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.	ambience general	positive
They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.	restaurant miscellaneous	positive
